epoch,1_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,2_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,3_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,4_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,5_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
71,0.000181,0.000953,0.000000,5009,11821,22529
72,0.000179,0.000939,0.000000,5054,12012,22844
73,0.000176,0.000926,0.000000,5102,12187,23159
74,0.000174,0.000913,0.000000,5149,12360,23631
75,0.000172,0.000901,0.000000,5196,12535,24453
76,0.000170,0.000889,0.000000,5244,12709,24896
77,0.000167,0.000877,0.000000,5291,12868,25388
78,0.000165,0.000865,0.000000,5339,13011,26084
79,0.000163,0.000854,0.000000,5386,13170,26605
80,0.000161,0.000843,0.000000,5434,13359,27495
81,0.000159,0.000833,0.000000,5482,13533,28200
82,0.000157,0.000822,0.000000,5529,13692,28562
83,0.000155,0.000812,0.000000,5578,13851,29635
84,0.000153,0.000802,0.000000,5625,14010,30385
85,0.000152,0.000793,0.000000,5672,14151,31331
86,0.000150,0.000783,0.000000,5710,14295,32502
87,0.000148,0.000774,0.000000,5752,14451,33658
88,0.000146,0.000765,0.000000,5798,14593,34258
89,0.000145,0.000756,0.000000,5831,14751,34750
90,0.000143,0.000748,0.000000,5878,14895,35456
91,0.000142,0.000739,0.000000,5925,15051,35829
92,0.000140,0.000731,0.000000,5972,15194,36581
93,0.000139,0.000723,0.000000,6011,15336,37027
94,0.000137,0.000715,0.000000,6050,15477,37554
95,0.000136,0.000707,0.000000,6098,15635,37979
96,0.000134,0.000700,0.000000,6145,15776,38337
97,0.000133,0.000693,0.000000,6176,15902,38661
98,0.000132,0.000685,0.000000,6224,16044,39029
99,0.000130,0.000678,0.000000,6272,16193,39402
100,0.000129,0.000671,0.000000,6319,16330,39765

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,2.000000,2.000000,2.000000,55,228,245
2,2.000000,2.000000,2.000000,119,397,510
3,2.000000,2.000000,2.000000,202,565,792
4,2.000000,2.000000,2.000000,302,715,1076
5,2.000000,2.000000,2.000000,444,865,1326
6,2.000000,2.000000,2.000000,532,1017,1625
7,2.000000,2.000000,2.000000,585,1166,1991
8,2.000000,2.000000,2.000000,636,1316,2259
9,2.000000,2.000000,2.000000,692,1450,2542
10,2.000000,2.000000,2.000000,759,1584,2810
11,2.000000,2.000000,2.000000,872,1766,3078
12,2.000000,2.000000,2.000000,970,1915,3343
13,2.000000,2.000000,2.000000,1036,2066,3594
14,2.000000,2.000000,2.000000,1086,2200,3843
15,2.000000,2.000000,2.000000,1136,2332,4109
16,2.000000,2.000000,2.000000,1202,2467,4371
17,2.000000,2.000000,2.000000,1257,2599,4627
18,2.000000,2.000000,2.000000,1302,2749,4908
19,2.000000,2.000000,2.000000,1358,2914,5222
20,2.000000,2.000000,2.000000,1427,3067,5509
21,2.000000,2.000000,2.000000,1508,3216,5776
22,2.000000,2.000000,2.000000,1578,3334,6106
23,2.000000,2.000000,2.000000,1863,3471,6376
24,2.000000,2.000000,2.000000,2010,3600,6707
25,2.000000,2.000000,2.000000,2157,3733,7093
26,2.000000,2.000000,2.000000,2277,3883,7406
27,2.000000,2.000000,2.000000,2567,4031,7697
28,2.000000,2.000000,2.000000,2704,4168,7992
29,2.000000,2.000000,2.000000,2770,4315,8260
30,2.000000,2.000000,2.000000,2844,4448,8543
31,2.000000,2.000000,2.000000,2902,4588,8825
32,2.000000,2.000000,2.000000,2969,4733,9158
33,2.000000,2.000000,2.000000,3023,4868,9491
34,2.000000,2.000000,2.000000,3085,5031,9776
35,2.000000,2.000000,2.000000,3152,5181,10059
36,2.000000,2.000000,2.000000,3202,5316,10390
37,2.000000,2.000000,2.000000,3295,5449,10715
38,2.000000,2.000000,2.000000,3370,5583,11006
39,2.000000,2.000000,2.000000,3561,5733,11276
40,2.000000,2.000000,2.000000,3684,5867,11563
41,2.000000,2.000000,2.000000,3791,6000,11972
42,2.000000,2.000000,2.000000,3871,6134,12276
43,2.000000,2.000000,2.000000,3936,6282,12542
44,2.000000,2.000000,2.000000,4002,6417,12882
45,2.000000,2.000000,2.000000,4088,6570,13208
46,2.000000,2.000000,2.000000,4288,6716,13524
47,2.000000,2.000000,2.000000,4359,6882,13857
48,2.000000,2.000000,2.000000,4420,7047,14142
49,2.000000,2.000000,2.000000,4479,7195,14441
50,2.000000,2.000000,2.000000,4539,7332,14709
51,2.000000,2.000000,2.000000,4607,7471,15041
52,2.000000,2.000000,2.000000,4706,7600,15341
53,2.000000,2.000000,2.000000,4785,7734,15640
54,2.000000,2.000000,2.000000,4956,7872,15957
55,2.000000,2.000000,2.000000,5801,8000,16242
56,2.000000,2.000000,2.000000,6190,8132,16579
57,2.000000,2.000000,2.000000,6902,8273,17066
58,2.000000,2.000000,2.000000,7088,8400,17445
59,2.000000,2.000000,2.000000,7202,8532,17741
60,2.000000,2.000000,2.000000,7302,8683,18058
61,2.000000,2.000000,2.000000,7402,8817,18388
62,2.000000,2.000000,2.000000,7468,8967,18692
63,2.000000,2.000000,2.000000,7536,9100,19008
64,2.000000,2.000000,2.000000,7603,9233,19436
65,2.000000,2.000000,2.000000,7689,9350,19836
66,2.000000,2.000000,2.000000,7804,9484,20520
67,2.000000,2.000000,2.000000,7891,9600,21033
68,2.000000,2.000000,2.000000,7962,9733,21493
69,2.000000,2.000000,2.000000,8034,9882,21950
70,2.000000,2.000000,2.000000,8102,10015,22353
71,2.000000,2.000000,2.000000,8186,10166,22785
72,2.000000,2.000000,2.000000,8269,10300,23204
73,2.000000,2.000000,2.000000,8412,10450,23593
74,2.000000,2.000000,2.000000,8514,10582,24081
75,2.000000,2.000000,2.000000,8583,10717,24631
76,2.000000,2.000000,2.000000,8636,10849,25148
77,2.000000,2.000000,2.000000,8703,10984,25584
78,2.000000,2.000000,2.000000,8753,11133,26114
79,2.000000,2.000000,2.000000,8818,11276,26569
80,2.000000,2.000000,2.000000,8868,11416,27034
81,2.000000,2.000000,2.000000,8924,11582,27441
82,2.000000,2.000000,2.000000,8984,11732,27871
83,2.000000,2.000000,2.000000,9036,11946,28248
84,2.000000,2.000000,2.000000,9103,12145,28561
85,2.000000,2.000000,2.000000,9163,12379,28936
86,2.000000,2.000000,2.000000,9237,12579,29479
87,2.000000,2.000000,2.000000,9317,12797,29833
88,2.000000,2.000000,2.000000,9419,12980,30157
89,2.000000,2.000000,2.000000,9553,13212,30458
90,2.000000,2.000000,2.000000,9657,13461,30773
91,2.000000,2.000000,2.000000,9767,13680,31087
92,2.000000,2.000000,2.000000,9835,13864,31414
93,2.000000,2.000000,2.000000,9901,14032,31922
94,2.000000,2.000000,2.000000,9953,14198,32274
95,2.000000,2.000000,2.000000,10001,14348,32623
96,2.000000,2.000000,2.000000,10052,14515,33002
97,2.000000,2.000000,2.000000,10101,14664,33470
98,2.000000,2.000000,2.000000,10141,14815,34007
99,2.000000,2.000000,2.000000,10203,14965,34372
100,2.000000,2.000000,2.000000,10272,15115,34708

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,2.000000,2.000000,2.000000,40,205,248
2,2.000000,2.000000,2.000000,96,419,479
3,2.000000,2.000000,2.000000,141,619,781
4,2.000000,2.000000,2.000000,191,925,1106
5,2.000000,2.000000,2.000000,245,1368,1398
6,2.000000,2.000000,2.000000,295,1590,1702
7,2.000000,2.000000,2.000000,340,1774,2111
8,2.000000,2.000000,2.000000,391,1956,2434
9,2.000000,2.000000,2.000000,440,2122,2744
10,2.000000,2.000000,2.000000,479,2326,3143
11,2.000000,2.000000,2.000000,529,2534,3631
12,2.000000,2.000000,2.000000,579,2706,4035
13,2.000000,2.000000,2.000000,628,2871,4384
14,2.000000,2.000000,2.000000,674,3088,4743
15,2.000000,2.000000,2.000000,713,3304,5107
16,2.000000,2.000000,2.000000,763,3471,5496
17,2.000000,2.000000,2.000000,807,3638,5898
18,2.000000,2.000000,2.000000,845,3808,6303
19,2.000000,2.000000,2.000000,894,3972,6716
20,2.000000,2.000000,2.000000,930,4154,7118
21,2.000000,2.000000,2.000000,980,4306,7511
22,2.000000,2.000000,2.000000,1025,4514,7941
23,2.000000,2.000000,2.000000,1069,4673,8329
24,2.000000,2.000000,2.000000,1114,4810,8736
25,2.000000,2.000000,2.000000,1158,4954,9216
26,2.000000,2.000000,2.000000,1199,5091,9496
27,2.000000,2.000000,2.000000,1240,5224,9801
28,2.000000,2.000000,2.000000,1279,5374,10095
29,2.000000,2.000000,2.000000,1329,5509,10397
30,2.000000,2.000000,2.000000,1375,5657,10695
31,2.000000,2.000000,2.000000,1422,5851,10964
32,2.000000,2.000000,2.000000,1462,6091,11257
33,2.000000,2.000000,2.000000,1507,6385,11601
34,2.000000,2.000000,2.000000,1545,6541,11918
35,2.000000,2.000000,2.000000,1596,6691,12239
36,2.000000,2.000000,2.000000,1646,6879,12612
37,2.000000,2.000000,2.000000,1707,7049,13030
38,2.000000,2.000000,2.000000,1770,7234,13390
39,2.000000,2.000000,2.000000,1830,7414,13695
40,2.000000,2.000000,2.000000,1892,7602,14007
41,2.000000,2.000000,2.000000,1946,7772,14308
42,2.000000,2.000000,2.000000,2038,7922,14617
43,2.000000,2.000000,2.000000,2142,8075,14893
44,2.000000,2.000000,2.000000,2208,8229,15210
45,2.000000,2.000000,2.000000,2264,8410,15507
46,2.000000,2.000000,2.000000,2324,8575,15824
47,2.000000,2.000000,2.000000,2375,8746,16113
48,2.000000,2.000000,2.000000,2425,8920,16376
49,2.000000,2.000000,2.000000,2475,9079,16655
50,2.000000,2.000000,2.000000,2525,9239,16942
51,2.000000,2.000000,2.000000,2578,9400,17217
52,2.000000,2.000000,2.000000,2628,9557,17492
53,2.000000,2.000000,2.000000,2675,9789,17813
54,2.000000,2.000000,2.000000,2717,10089,18135
55,2.000000,2.000000,2.000000,2763,10259,18476
56,2.000000,2.000000,2.000000,2807,10432,18817
57,2.000000,2.000000,2.000000,2851,10596,19148
58,2.000000,2.000000,2.000000,2895,10826,19468
59,2.000000,2.000000,2.000000,2943,11087,19790
60,2.000000,2.000000,2.000000,2993,11291,20115
61,2.000000,2.000000,2.000000,3047,11487,20481
62,2.000000,2.000000,2.000000,3100,11661,20937
63,2.000000,2.000000,2.000000,3146,11898,21337
64,2.000000,2.000000,2.000000,3196,12124,21685
65,2.000000,2.000000,2.000000,3243,12291,22023
66,2.000000,2.000000,2.000000,3290,12450,22382
67,2.000000,2.000000,2.000000,3331,12614,22721
68,2.000000,2.000000,2.000000,3385,12791,23171
69,2.000000,2.000000,2.000000,3429,12969,23604
70,2.000000,2.000000,2.000000,3497,13132,23907
71,2.000000,2.000000,2.000000,3559,13309,24213
72,2.000000,2.000000,2.000000,3706,13491,24540
73,2.000000,2.000000,2.000000,3779,13676,24933
74,2.000000,2.000000,2.000000,3842,13857,25358
75,2.000000,2.000000,2.000000,3908,14034,25805
76,2.000000,2.000000,2.000000,3977,14201,26311
77,2.000000,2.000000,2.000000,4055,14360,26706
78,2.000000,2.000000,2.000000,4123,14517,27114
79,2.000000,2.000000,2.000000,4174,14656,27436
80,2.000000,2.000000,2.000000,4242,14788,27763
81,2.000000,2.000000,2.000000,4308,14938,28347
82,2.000000,2.000000,2.000000,4375,15087,28687
83,2.000000,2.000000,2.000000,4530,15221,29058
84,2.000000,2.000000,2.000000,4711,15372,29486
85,2.000000,2.000000,2.000000,4833,15516,29926
86,2.000000,2.000000,2.000000,4909,15667,30213
87,2.000000,2.000000,2.000000,4974,15886,30501
88,2.000000,2.000000,2.000000,5041,16060,30793
89,2.000000,2.000000,2.000000,5108,16260,31169
90,2.000000,2.000000,2.000000,5191,16440,31543
91,2.000000,2.000000,2.000000,5260,16616,31881
92,2.000000,2.000000,2.000000,5340,16766,32228
93,2.000000,2.000000,2.000000,5416,16891,32591
94,2.000000,2.000000,2.000000,5474,17072,32934
95,2.000000,2.000000,2.000000,5557,17233,33286
96,2.000000,2.000000,2.000000,5626,17384,33601
97,2.000000,2.000000,2.000000,5695,17506,33875
98,2.000000,2.000000,2.000000,5774,17657,34165
99,2.000000,2.000000,2.000000,5840,17776,34458
100,2.000000,2.000000,2.000000,5929,17908,34751

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,2.000000,2.000000,2.000000,44,214,251
2,2.000000,2.000000,2.000000,94,393,501
3,2.000000,2.000000,2.000000,145,647,780
4,2.000000,2.000000,2.000000,229,849,1127
5,2.000000,2.000000,2.000000,311,1108,1436
6,2.000000,2.000000,2.000000,395,1310,1683
7,2.000000,2.000000,2.000000,459,1494,1951
8,2.000000,2.000000,2.000000,513,1661,2221
9,2.000000,2.000000,2.000000,567,1822,2498
10,2.000000,2.000000,2.000000,616,2002,2873
11,2.000000,2.000000,2.000000,667,2165,3436
12,2.000000,2.000000,2.000000,715,2329,3844
13,2.000000,2.000000,2.000000,760,2483,4233
14,2.000000,2.000000,2.000000,800,2639,4969
15,2.000000,2.000000,2.000000,844,2808,5946
16,2.000000,2.000000,2.000000,893,2957,6698
17,2.000000,2.000000,2.000000,932,3119,7177
18,2.000000,2.000000,2.000000,980,3276,7731
19,2.000000,2.000000,2.000000,1010,3437,8344
20,2.000000,2.000000,2.000000,1061,3598,8902
21,2.000000,2.000000,2.000000,1117,3745,9455
22,2.000000,2.000000,2.000000,1164,4141,9880
23,2.000000,2.000000,2.000000,1219,4312,10318
24,2.000000,2.000000,2.000000,1280,4473,10633
25,2.000000,2.000000,2.000000,1350,4631,10898
26,2.000000,2.000000,2.000000,1427,4816,11238
27,2.000000,2.000000,2.000000,1490,5008,11634
28,2.000000,2.000000,2.000000,1562,5181,12001
29,2.000000,2.000000,2.000000,1645,5342,12306
30,2.000000,2.000000,2.000000,1728,5496,12623
31,2.000000,2.000000,2.000000,1877,5654,12914
32,2.000000,2.000000,2.000000,1961,5825,13319
33,2.000000,2.000000,2.000000,2031,5990,13636
34,2.000000,2.000000,2.000000,2096,6167,13927
35,2.000000,2.000000,2.000000,2177,6330,14235
36,2.000000,2.000000,2.000000,2277,6492,14553
37,2.000000,2.000000,2.000000,2346,6640,14837
38,2.000000,2.000000,2.000000,2456,6823,15151
39,2.000000,2.000000,2.000000,2559,6995,15473
40,2.000000,2.000000,2.000000,2625,7164,15749
41,2.000000,2.000000,2.000000,2675,7331,16437
42,2.000000,2.000000,2.000000,2765,7528,17470
43,2.000000,2.000000,2.000000,2831,7737,18332
44,2.000000,2.000000,2.000000,2914,7915,18675
45,2.000000,2.000000,2.000000,2989,8102,19025
46,2.000000,2.000000,2.000000,3063,8273,19310
47,2.000000,2.000000,2.000000,3209,8442,19610
48,2.000000,2.000000,2.000000,3392,8611,19942
49,2.000000,2.000000,2.000000,3510,8773,20259
50,2.000000,2.000000,2.000000,3629,8942,20559
51,2.000000,2.000000,2.000000,3785,9128,20876
52,2.000000,2.000000,2.000000,3885,9298,21225
53,2.000000,2.000000,2.000000,3959,9474,21626
54,2.000000,2.000000,2.000000,4026,9661,21962
55,2.000000,2.000000,2.000000,4099,9866,22275
56,2.000000,2.000000,2.000000,4163,10328,22576
57,2.000000,2.000000,2.000000,4231,10489,22879
58,2.000000,2.000000,2.000000,4296,10635,23226
59,2.000000,2.000000,2.000000,4359,10791,23526
60,2.000000,2.000000,2.000000,4426,10959,23845
61,2.000000,2.000000,2.000000,4763,11135,24111
62,2.000000,2.000000,2.000000,4845,11290,24361
63,2.000000,2.000000,2.000000,4924,11456,24629
64,2.000000,2.000000,2.000000,4991,11615,24947
65,2.000000,2.000000,2.000000,5030,11779,25228
66,2.000000,2.000000,2.000000,5090,11931,25543
67,2.000000,2.000000,2.000000,5130,12073,25848
68,2.000000,2.000000,2.000000,5183,12240,26128
69,2.000000,2.000000,2.000000,5231,12406,26396
70,2.000000,2.000000,2.000000,5290,12555,26694
71,2.000000,2.000000,2.000000,5334,12706,26978
72,2.000000,2.000000,2.000000,5376,12856,27262
73,2.000000,2.000000,2.000000,5420,13010,27560
74,2.000000,2.000000,2.000000,5479,13150,27829
75,2.000000,2.000000,2.000000,5521,13283,28143
76,2.000000,2.000000,2.000000,5564,13406,28427
77,2.000000,2.000000,2.000000,5606,13539,28696
78,2.000000,2.000000,2.000000,5651,13669,28962
79,2.000000,2.000000,2.000000,5692,13797,29229
80,2.000000,2.000000,2.000000,5738,13922,29497
81,2.000000,2.000000,2.000000,5775,14055,29778
82,2.000000,2.000000,2.000000,5818,14173,30064
83,2.000000,2.000000,2.000000,5855,14312,30386
84,2.000000,2.000000,2.000000,5908,14440,30693
85,2.000000,2.000000,2.000000,5953,14572,30976
86,2.000000,2.000000,2.000000,5998,14708,31261
87,2.000000,2.000000,2.000000,6036,14884,31545
88,2.000000,2.000000,2.000000,6082,15022,31971
89,2.000000,2.000000,2.000000,6125,15181,32327
90,2.000000,2.000000,2.000000,6169,15320,32611
91,2.000000,2.000000,2.000000,6209,15472,32894
92,2.000000,2.000000,2.000000,6256,15625,33257
93,2.000000,2.000000,2.000000,6303,15761,33578
94,2.000000,2.000000,2.000000,6356,15905,33923
95,2.000000,2.000000,2.000000,6416,16050,34214
96,2.000000,2.000000,2.000000,6468,16206,34494
97,2.000000,2.000000,2.000000,6522,16377,34778
98,2.000000,2.000000,2.000000,6575,16539,35078
99,2.000000,2.000000,2.000000,6617,16693,35359
100,2.000000,2.000000,2.000000,6676,16821,35628

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,0.144677,0.549416,0.049853,40,132,340
2,0.008668,0.061767,0.001862,90,280,653
3,0.005170,0.033199,0.000998,154,433,1037
4,0.003722,0.022787,0.000610,205,594,1418
5,0.002911,0.017323,0.000388,265,757,1751
6,0.002388,0.013943,0.000250,322,915,2086
7,0.002023,0.011646,0.000161,372,1064,2418
8,0.001754,0.009987,0.000104,412,1235,2815
9,0.001547,0.008734,0.000066,461,1412,3549
10,0.001384,0.007756,0.000042,511,1562,3942
11,0.001251,0.006971,0.000027,562,1715,4319
12,0.001142,0.006328,0.000017,609,1864,4650
13,0.001050,0.005793,0.000010,645,1998,5019
14,0.000972,0.005339,0.000006,694,2178,5400
15,0.000904,0.004951,0.000004,740,2328,5785
16,0.000846,0.004614,0.000002,779,2479,6216
17,0.000794,0.004320,0.000002,826,2614,6554
18,0.000748,0.004061,0.000001,861,2749,6885
19,0.000708,0.003831,0.000001,922,2897,7220
20,0.000671,0.003625,0.000000,974,3047,7600
21,0.000638,0.003440,0.000000,1027,3198,7994
22,0.000608,0.003272,0.000000,1074,3334,8324
23,0.000581,0.003120,0.000000,1123,3464,8636
24,0.000556,0.002982,0.000000,1172,3598,8936
25,0.000533,0.002855,0.000000,1212,3747,9213
26,0.000512,0.002738,0.000000,1273,3882,9505
27,0.000493,0.002631,0.000000,1328,4014,9801
28,0.000475,0.002531,0.000000,1377,4132,10148
29,0.000458,0.002439,0.000000,1429,4266,10463
30,0.000442,0.002353,0.000000,1478,4413,10886
31,0.000428,0.002273,0.000000,1539,4564,11315
32,0.000414,0.002198,0.000000,1588,4698,11644
33,0.000401,0.002128,0.000000,1628,4863,11947
34,0.000389,0.002062,0.000000,1677,5062,12214
35,0.000378,0.002000,0.000000,1722,5213,12511
36,0.000367,0.001942,0.000000,1761,5347,12845
37,0.000357,0.001887,0.000000,1810,5481,13166
38,0.000348,0.001835,0.000000,1844,5615,13476
39,0.000339,0.001786,0.000000,1895,5749,13818
40,0.000330,0.001739,0.000000,1942,5882,14132
41,0.000322,0.001695,0.000000,1992,6031,14481
42,0.000314,0.001652,0.000000,2039,6182,14848
43,0.000307,0.001612,0.000000,2078,6330,15166
44,0.000299,0.001574,0.000000,2148,6496,15515
45,0.000293,0.001538,0.000000,2258,6647,15975
46,0.000286,0.001503,0.000000,2554,6801,16416
47,0.000280,0.001470,0.000000,2709,6930,16766
48,0.000274,0.001438,0.000000,2827,7066,17086
49,0.000268,0.001407,0.000000,2916,7216,17389
50,0.000263,0.001378,0.000000,2975,7349,17711
51,0.000258,0.001350,0.000000,3092,7481,18079
52,0.000253,0.001323,0.000000,3165,7614,18416
53,0.000248,0.001297,0.000000,3241,7765,18768
54,0.000243,0.001272,0.000000,3325,7898,19216
55,0.000239,0.001248,0.000000,3408,8031,19678
56,0.000235,0.001225,0.000000,3488,8182,20052
57,0.000230,0.001203,0.000000,3557,8315,20396
58,0.000226,0.001181,0.000000,3623,8449,20761
59,0.000222,0.001161,0.000000,3673,8581,21227
60,0.000219,0.001141,0.000000,3724,8714,21619
61,0.000215,0.001121,0.000000,3780,8848,22079
62,0.000212,0.001103,0.000000,3841,8982,22511
63,0.000208,0.001085,0.000000,3890,9132,22873
64,0.000205,0.001067,0.000000,3956,9266,23413
65,0.000202,0.001050,0.000000,4007,9399,23877
66,0.000199,0.001034,0.000000,4062,9531,24297
67,0.000196,0.001018,0.000000,4122,9712,24686
68,0.000193,0.001002,0.000000,4171,9862,25096
69,0.000190,0.000987,0.000000,4212,10029,25397
70,0.000187,0.000973,0.000000,4262,10180,25758
71,0.000184,0.000959,0.000000,4312,10331,26188
72,0.000182,0.000945,0.000000,4361,10481,26510
73,0.000179,0.000932,0.000000,4409,10620,26824
74,0.000177,0.000919,0.000000,4445,10766,27120
75,0.000175,0.000906,0.000000,4496,10898,27411
76,0.000172,0.000894,0.000000,4541,11031,27721
77,0.000170,0.000882,0.000000,4580,11167,27995
78,0.000168,0.000870,0.000000,4629,11348,28367
79,0.000166,0.000859,0.000000,4675,11530,28716
80,0.000164,0.000848,0.000000,4711,11692,29040
81,0.000162,0.000837,0.000000,4762,11836,29364
82,0.000160,0.000827,0.000000,4810,11982,29695
83,0.000158,0.000816,0.000000,4873,12115,30048
84,0.000156,0.000806,0.000000,5153,12264,30365
85,0.000154,0.000797,0.000000,5205,12398,30781
86,0.000152,0.000787,0.000000,5272,12531,31393
87,0.000150,0.000778,0.000000,5328,12668,31946
88,0.000149,0.000769,0.000000,5405,12830,32397
89,0.000147,0.000760,0.000000,5457,13027,32811
90,0.000145,0.000751,0.000000,5511,13290,33294
91,0.000144,0.000743,0.000000,5572,13526,33648
92,0.000142,0.000734,0.000000,5611,13727,34005
93,0.000141,0.000726,0.000000,5660,13943,34346
94,0.000139,0.000718,0.000000,5688,14160,34774
95,0.000138,0.000711,0.000000,5744,14370,35312
96,0.000136,0.000703,0.000000,5773,14545,35669
97,0.000135,0.000696,0.000000,5829,14729,36168
98,0.000133,0.000688,0.000000,5875,14944,36614
99,0.000132,0.000681,0.000000,5911,15144,37218
100,0.000131,0.000674,0.000000,5955,15313,37835

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,0.088370,0.294514,0.036990,34,176,307
2,0.008305,0.054039,0.001959,89,354,683
3,0.004934,0.030333,0.001051,136,544,1218
4,0.003547,0.021134,0.000641,189,707,1669
5,0.002775,0.016207,0.000407,234,876,2072
6,0.002280,0.013127,0.000262,273,1039,2410
7,0.001935,0.011020,0.000168,334,1201,2791
8,0.001680,0.009489,0.000108,373,1356,3341
9,0.001485,0.008326,0.000069,414,1507,3891
10,0.001330,0.007415,0.000044,512,1655,4773
11,0.001204,0.006681,0.000027,577,1821,5409
12,0.001101,0.006078,0.000017,628,1971,5975
13,0.001013,0.005574,0.000011,667,2125,6389
14,0.000939,0.005146,0.000007,716,2306,6739
15,0.000874,0.004779,0.000004,766,2523,7331
16,0.000818,0.004460,0.000003,812,2725,7890
17,0.000769,0.004181,0.000002,851,2907,8426
18,0.000725,0.003934,0.000001,898,3093,8922
19,0.000686,0.003715,0.000001,945,3269,9477
20,0.000651,0.003518,0.000000,984,3455,10371
21,0.000620,0.003341,0.000000,1043,3673,10723
22,0.000591,0.003181,0.000000,1092,3925,11138
23,0.000565,0.003036,0.000000,1136,4137,11478
24,0.000541,0.002903,0.000000,1180,4543,11807
25,0.000519,0.002781,0.000000,1215,4908,12140
26,0.000499,0.002669,0.000000,1263,5430,12469
27,0.000480,0.002566,0.000000,1313,5909,12801
28,0.000463,0.002470,0.000000,1361,6124,13138
29,0.000447,0.002381,0.000000,1415,6384,13545
30,0.000432,0.002298,0.000000,1459,6735,14081
31,0.000418,0.002221,0.000000,1499,7070,14633
32,0.000404,0.002149,0.000000,1550,7247,15181
33,0.000392,0.002081,0.000000,1598,7441,15638
34,0.000380,0.002018,0.000000,1637,7627,16005
35,0.000369,0.001958,0.000000,1683,7787,16338
36,0.000359,0.001901,0.000000,1730,7922,16689
37,0.000349,0.001848,0.000000,1769,8092,17106
38,0.000340,0.001798,0.000000,1816,8328,17507
39,0.000331,0.001750,0.000000,1860,8520,18023
40,0.000323,0.001705,0.000000,1911,8725,18509
41,0.000315,0.001662,0.000000,1976,8933,18906
42,0.000308,0.001621,0.000000,2010,9113,19256
43,0.000300,0.001582,0.000000,2063,9273,19676
44,0.000293,0.001545,0.000000,2117,9486,20015
45,0.000287,0.001509,0.000000,2160,9871,20363
46,0.000281,0.001476,0.000000,2210,10163,20892
47,0.000275,0.001443,0.000000,2249,10424,21253
48,0.000269,0.001412,0.000000,2301,10675,21594
49,0.000263,0.001383,0.000000,2345,10869,22024
50,0.000258,0.001354,0.000000,2393,11036,22549
51,0.000253,0.001327,0.000000,2435,11226,22947
52,0.000248,0.001301,0.000000,2481,11477,23327
53,0.000243,0.001275,0.000000,2526,11691,23658
54,0.000239,0.001251,0.000000,2566,11874,23971
55,0.000235,0.001228,0.000000,2616,12037,24294
56,0.000230,0.001205,0.000000,2659,12208,24740
57,0.000226,0.001183,0.000000,2700,12360,25103
58,0.000222,0.001163,0.000000,2745,12557,25492
59,0.000219,0.001142,0.000000,2782,12725,25858
60,0.000215,0.001123,0.000000,2835,12911,26155
61,0.000211,0.001104,0.000000,2902,13056,26472
62,0.000208,0.001086,0.000000,2960,13224,26842
63,0.000205,0.001068,0.000000,3011,13586,27274
64,0.000201,0.001051,0.000000,3062,13771,27765
65,0.000198,0.001034,0.000000,3114,13948,28292
66,0.000195,0.001018,0.000000,3177,14123,28799
67,0.000192,0.001003,0.000000,3267,14321,29349
68,0.000190,0.000988,0.000000,3336,14519,29955
69,0.000187,0.000973,0.000000,3395,14691,30429
70,0.000184,0.000959,0.000000,3484,14853,31004
71,0.000182,0.000945,0.000000,3564,15059,31541
72,0.000179,0.000932,0.000000,3611,15243,31922
73,0.000177,0.000919,0.000000,3685,15458,32402
74,0.000174,0.000906,0.000000,3743,15725,32844
75,0.000172,0.000894,0.000000,3859,16055,33440
76,0.000170,0.000882,0.000000,4068,16678,34325
77,0.000167,0.000870,0.000000,4125,16911,35089
78,0.000165,0.000858,0.000000,4171,17205,35628
79,0.000163,0.000847,0.000000,4215,18071,36195
80,0.000161,0.000837,0.000000,4275,18340,36768
81,0.000159,0.000826,0.000000,4340,18669,37138
82,0.000157,0.000816,0.000000,4400,18891,37607
83,0.000155,0.000806,0.000000,4472,19217,38027
84,0.000153,0.000796,0.000000,4552,19843,38459
85,0.000152,0.000786,0.000000,4656,20055,38902
86,0.000150,0.000777,0.000000,4717,20240,39377
87,0.000148,0.000768,0.000000,4771,20423,40230
88,0.000146,0.000759,0.000000,4833,20598,40740
89,0.000145,0.000750,0.000000,4872,20825,41202
90,0.000143,0.000742,0.000000,4919,21040,41563
91,0.000142,0.000734,0.000000,4979,21240,41889
92,0.000140,0.000725,0.000000,5018,21418,42344
93,0.000139,0.000717,0.000000,5068,21590,42736
94,0.000137,0.000710,0.000000,5115,21826,43120
95,0.000136,0.000702,0.000000,5174,22062,43484
96,0.000134,0.000695,0.000000,5219,22245,43788
97,0.000133,0.000687,0.000000,5258,22426,44096
98,0.000132,0.000680,0.000000,5318,22625,44416
