epoch,1_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,2_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,3_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,4_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,5_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
54,2.000000,2.000000,2.000000,1087,4429,8688
55,2.000000,2.000000,2.000000,1120,4508,8861
56,2.000000,2.000000,2.000000,1138,4587,9019
57,2.000000,2.000000,2.000000,1157,4654,9176
58,2.000000,2.000000,2.000000,1169,4733,9348
59,2.000000,2.000000,2.000000,1185,4812,9506
60,2.000000,2.000000,2.000000,1216,4891,9679
61,2.000000,2.000000,2.000000,1232,4971,9863
62,2.000000,2.000000,2.000000,1257,5055,10026
63,2.000000,2.000000,2.000000,1270,5134,10184
64,2.000000,2.000000,2.000000,1298,5212,10340
65,2.000000,2.000000,2.000000,1317,5291,10513
66,2.000000,2.000000,2.000000,1337,5372,10671
67,2.000000,2.000000,2.000000,1352,5464,10828
68,2.000000,2.000000,2.000000,1368,5537,10985
69,2.000000,2.000000,2.000000,1384,5621,11142
70,2.000000,2.000000,2.000000,1415,5704,11299
71,2.000000,2.000000,2.000000,1431,5786,11464
72,2.000000,2.000000,2.000000,1457,5872,11628
73,2.000000,2.000000,2.000000,1479,5942,11786
74,2.000000,2.000000,2.000000,1498,6037,11943
75,2.000000,2.000000,2.000000,1504,6115,12102
76,2.000000,2.000000,2.000000,1539,6194,12266
77,2.000000,2.000000,2.000000,1558,6273,12433
78,2.000000,2.000000,2.000000,1569,6374,12590
79,2.000000,2.000000,2.000000,1585,6445,12763
80,2.000000,2.000000,2.000000,1601,6539,12920
81,2.000000,2.000000,2.000000,1632,6618,13093
82,2.000000,2.000000,2.000000,1654,6712,13250
83,2.000000,2.000000,2.000000,1677,6790,13408
84,2.000000,2.000000,2.000000,1696,6875,13569
85,2.000000,2.000000,2.000000,1715,6962,13739
86,2.000000,2.000000,2.000000,1721,7041,13911
87,2.000000,2.000000,2.000000,1752,7135,14084
88,2.000000,2.000000,2.000000,1768,7214,14257
89,2.000000,2.000000,2.000000,1784,7293,14430
90,2.000000,2.000000,2.000000,1799,7387,14603
91,2.000000,2.000000,2.000000,1831,7476,14791
92,2.000000,2.000000,2.000000,1853,7544,14966
93,2.000000,2.000000,2.000000,1872,7638,15138
94,2.000000,2.000000,2.000000,1891,7717,15311
95,2.000000,2.000000,2.000000,1904,7811,15484
96,2.000000,2.000000,2.000000,1920,7889,15656
97,2.000000,2.000000,2.000000,1936,7976,15829
98,2.000000,2.000000,2.000000,1967,8063,16018
99,2.000000,2.000000,2.000000,1983,8142,16222
100,2.000000,2.000000,2.000000,1999,8236,16444

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,0.144677,0.549416,0.049853,32,94,158
2,0.008668,0.061767,0.001862,64,173,331
3,0.005170,0.033199,0.000998,80,252,505
4,0.003722,0.022787,0.000610,118,346,693
5,0.002911,0.017323,0.000388,143,424,889
6,0.002388,0.013943,0.000250,159,519,1070
7,0.002023,0.011646,0.000161,190,597,1259
8,0.001754,0.009987,0.000104,222,676,1448
9,0.001547,0.008734,0.000066,238,770,1637
10,0.001384,0.007756,0.000042,269,849,1826
11,0.001251,0.006971,0.000027,284,959,2015
12,0.001142,0.006328,0.000017,318,1054,2191
13,0.001050,0.005793,0.000010,347,1165,2376
14,0.000972,0.005339,0.000006,363,1292,2599
15,0.000904,0.004951,0.000004,394,1419,2805
16,0.000846,0.004614,0.000002,419,1514,2999
17,0.000794,0.004320,0.000002,442,1625,3200
18,0.000748,0.004061,0.000001,458,1719,3388
19,0.000708,0.003831,0.000001,473,1814,3576
20,0.000671,0.003625,0.000000,505,1909,3749
21,0.000638,0.003440,0.000000,536,2005,3939
22,0.000608,0.003272,0.000000,552,2100,4127
23,0.000581,0.003120,0.000000,583,2194,4300
24,0.000556,0.002982,0.000000,599,2273,4488
25,0.000533,0.002855,0.000000,630,2368,4662
26,0.000512,0.002738,0.000000,646,2463,4850
27,0.000493,0.002631,0.000000,662,2558,5023
28,0.000475,0.002531,0.000000,693,2648,5212
29,0.000458,0.002439,0.000000,719,2731,5464
30,0.000442,0.002353,0.000000,740,2825,5684
31,0.000428,0.002273,0.000000,756,2904,5889
32,0.000414,0.002198,0.000000,787,2998,6078
33,0.000401,0.002128,0.000000,803,3092,6282
34,0.000389,0.002062,0.000000,835,3171,6471
35,0.000378,0.002000,0.000000,850,3266,6699
36,0.000367,0.001942,0.000000,882,3349,6910
37,0.000357,0.001887,0.000000,897,3438,7146
38,0.000348,0.001835,0.000000,920,3518,7365
39,0.000339,0.001786,0.000000,944,3611,7634
40,0.000330,0.001739,0.000000,960,3706,7871
41,0.000322,0.001695,0.000000,991,3800,8124
42,0.000314,0.001652,0.000000,1007,3879,8344
43,0.000307,0.001612,0.000000,1039,3973,8579
44,0.000299,0.001574,0.000000,1054,4052,8798
45,0.000293,0.001538,0.000000,1070,4131,9003
46,0.000286,0.001503,0.000000,1101,4209,9223
47,0.000280,0.001470,0.000000,1120,4304,9427
48,0.000274,0.001438,0.000000,1133,4382,9647
49,0.000268,0.001407,0.000000,1164,4477,9851
50,0.000263,0.001378,0.000000,1180,4571,10136
51,0.000258,0.001350,0.000000,1211,4665,10373
52,0.000253,0.001323,0.000000,1227,4752,10594
53,0.000248,0.001297,0.000000,1258,4838,10799
54,0.000243,0.001272,0.000000,1274,4916,11003
55,0.000239,0.001248,0.000000,1290,5010,11192
56,0.000235,0.001225,0.000000,1321,5105,11411
57,0.000230,0.001203,0.000000,1337,5199,11599
58,0.000226,0.001181,0.000000,1368,5293,11788
59,0.000222,0.001161,0.000000,1383,5372,11976
60,0.000219,0.001141,0.000000,1399,5466,12166
61,0.000215,0.001121,0.000000,1431,5560,12355
62,0.000212,0.001103,0.000000,1446,5638,12576
63,0.000208,0.001085,0.000000,1478,5733,12787
64,0.000205,0.001067,0.000000,1493,5811,12988
65,0.000202,0.001050,0.000000,1521,5906,13177
66,0.000199,0.001034,0.000000,1541,5984,13367
67,0.000196,0.001018,0.000000,1556,6063,13571
68,0.000193,0.001002,0.000000,1587,6157,13775
69,0.000190,0.000987,0.000000,1603,6236,13980
70,0.000187,0.000973,0.000000,1622,6330,14169
71,0.000184,0.000959,0.000000,1650,6425,14375
72,0.000182,0.000945,0.000000,1666,6520,14579
73,0.000179,0.000932,0.000000,1697,6614,14799
74,0.000177,0.000919,0.000000,1713,6693,15158
75,0.000175,0.000906,0.000000,1729,6787,15513
76,0.000172,0.000894,0.000000,1760,6866,15762
77,0.000170,0.000882,0.000000,1776,6961,15994
78,0.000168,0.000870,0.000000,1807,7057,16214
79,0.000166,0.000859,0.000000,1823,7133,16414
80,0.000164,0.000848,0.000000,1839,7228,16621
81,0.000162,0.000837,0.000000,1870,7322,16840
82,0.000160,0.000827,0.000000,1886,7401,17036
83,0.000158,0.000816,0.000000,1917,7496,17241
84,0.000156,0.000806,0.000000,1933,7589,17427
85,0.000154,0.000797,0.000000,1949,7668,17646
86,0.000152,0.000787,0.000000,1980,7762,17879
87,0.000150,0.000778,0.000000,1996,7840,18072
88,0.000149,0.000769,0.000000,2027,7934,18260
89,0.000147,0.000760,0.000000,2043,8013,18442
90,0.000145,0.000751,0.000000,2059,8107,18650
91,0.000144,0.000743,0.000000,2090,8201,18871
92,0.000142,0.000734,0.000000,2106,8281,19057
93,0.000141,0.000726,0.000000,2122,8375,19261
94,0.000139,0.000718,0.000000,2154,8460,19489
95,0.000138,0.000711,0.000000,2169,8548,19700
96,0.000136,0.000703,0.000000,2200,8627,19942
97,0.000135,0.000696,0.000000,2216,8706,20187
98,0.000133,0.000688,0.000000,2232,8800,20426
99,0.000132,0.000681,0.000000,2263,8879,20672
100,0.000131,0.000674,0.000000,2279,8961,20878

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,2.000000,2.000000,2.000000,26,209,210
2,2.000000,2.000000,2.000000,52,404,476
3,2.000000,2.000000,2.000000,77,661,702
4,2.000000,2.000000,2.000000,101,998,923
5,2.000000,2.000000,2.000000,124,1258,1184
6,2.000000,2.000000,2.000000,148,1590,1428
7,2.000000,2.000000,2.000000,176,1860,1667
8,2.000000,2.000000,2.000000,212,2117,1883
9,2.000000,2.000000,2.000000,240,2499,2147
10,2.000000,2.000000,2.000000,263,3133,2404
11,2.000000,2.000000,2.000000,301,3669,2632
12,2.000000,2.000000,2.000000,333,3897,2833
13,2.000000,2.000000,2.000000,365,4120,3021
14,2.000000,2.000000,2.000000,399,4313,3217
15,2.000000,2.000000,2.000000,425,4470,3437
16,2.000000,2.000000,2.000000,451,4622,3637
17,2.000000,2.000000,2.000000,476,4764,3836
18,2.000000,2.000000,2.000000,501,4905,4238
19,2.000000,2.000000,2.000000,524,5048,4733
20,2.000000,2.000000,2.000000,546,5204,5080
21,2.000000,2.000000,2.000000,570,5356,5528
22,2.000000,2.000000,2.000000,593,5488,5875
23,2.000000,2.000000,2.000000,616,5617,6204
24,2.000000,2.000000,2.000000,643,5759,6528
25,2.000000,2.000000,2.000000,667,5893,6811
26,2.000000,2.000000,2.000000,689,6020,7047
27,2.000000,2.000000,2.000000,712,6193,7282
28,2.000000,2.000000,2.000000,734,6370,7502
29,2.000000,2.000000,2.000000,758,6513,7811
30,2.000000,2.000000,2.000000,780,6644,8125
31,2.000000,2.000000,2.000000,808,6776,8392
32,2.000000,2.000000,2.000000,829,6904,8621
33,2.000000,2.000000,2.000000,855,7047,8849
34,2.000000,2.000000,2.000000,876,7289,9071
35,2.000000,2.000000,2.000000,900,7625,9284
36,2.000000,2.000000,2.000000,923,7898,9501
37,2.000000,2.000000,2.000000,946,8117,9725
38,2.000000,2.000000,2.000000,968,8301,9934
39,2.000000,2.000000,2.000000,995,8513,10154
40,2.000000,2.000000,2.000000,1017,8728,10377
41,2.000000,2.000000,2.000000,1046,9092,10605
42,2.000000,2.000000,2.000000,1069,9302,10820
43,2.000000,2.000000,2.000000,1096,9503,11027
44,2.000000,2.000000,2.000000,1125,9683,11269
45,2.000000,2.000000,2.000000,1154,9822,11486
46,2.000000,2.000000,2.000000,1181,9951,11691
47,2.000000,2.000000,2.000000,1211,10070,11895
48,2.000000,2.000000,2.000000,1239,10184,12102
49,2.000000,2.000000,2.000000,1269,10293,12303
50,2.000000,2.000000,2.000000,1296,10395,12502
51,2.000000,2.000000,2.000000,1330,10496,12787
52,2.000000,2.000000,2.000000,1362,10598,13121
53,2.000000,2.000000,2.000000,1396,10707,13459
54,2.000000,2.000000,2.000000,1428,10801,13796
55,2.000000,2.000000,2.000000,1461,10906,14085
56,2.000000,2.000000,2.000000,1502,11009,14314
57,2.000000,2.000000,2.000000,1540,11133,14531
58,2.000000,2.000000,2.000000,1574,11264,14747
59,2.000000,2.000000,2.000000,1614,11395,14957
60,2.000000,2.000000,2.000000,1648,11520,15208
61,2.000000,2.000000,2.000000,1690,11662,15437
62,2.000000,2.000000,2.000000,1726,11785,15662
63,2.000000,2.000000,2.000000,1765,11900,15878
64,2.000000,2.000000,2.000000,1803,12015,16092
65,2.000000,2.000000,2.000000,1842,12128,16348
66,2.000000,2.000000,2.000000,1880,12243,16557
67,2.000000,2.000000,2.000000,1919,12369,16762
68,2.000000,2.000000,2.000000,1958,12482,16967
69,2.000000,2.000000,2.000000,1995,12612,17179
70,2.000000,2.000000,2.000000,2036,12759,17393
71,2.000000,2.000000,2.000000,2073,12898,17620
72,2.000000,2.000000,2.000000,2109,13025,17833
73,2.000000,2.000000,2.000000,2143,13158,18066
74,2.000000,2.000000,2.000000,2178,13287,18375
75,2.000000,2.000000,2.000000,2221,13408,18619
76,2.000000,2.000000,2.000000,2258,13534,18864
77,2.000000,2.000000,2.000000,2300,13677,19074
78,2.000000,2.000000,2.000000,2336,13811,19292
79,2.000000,2.000000,2.000000,2375,13936,19698
80,2.000000,2.000000,2.000000,2411,14073,20170
81,2.000000,2.000000,2.000000,2453,14215,20675
82,2.000000,2.000000,2.000000,2493,14338,21085
83,2.000000,2.000000,2.000000,2542,14451,21480
84,2.000000,2.000000,2.000000,2594,14567,21749
85,2.000000,2.000000,2.000000,2646,14685,22014
86,2.000000,2.000000,2.000000,2693,14794,22255
87,2.000000,2.000000,2.000000,2731,14904,22483
88,2.000000,2.000000,2.000000,2772,15012,22696
89,2.000000,2.000000,2.000000,2809,15135,22954
90,2.000000,2.000000,2.000000,2850,15250,23235
91,2.000000,2.000000,2.000000,2908,15382,23551
92,2.000000,2.000000,2.000000,2949,15532,23830
93,2.000000,2.000000,2.000000,2987,15664,24114
94,2.000000,2.000000,2.000000,3029,15792,24419
95,2.000000,2.000000,2.000000,3071,15917,24691
96,2.000000,2.000000,2.000000,3113,16040,24970
97,2.000000,2.000000,2.000000,3157,16167,25214
98,2.000000,2.000000,2.000000,3203,16304,25442
99,2.000000,2.000000,2.000000,3245,16432,25674
100,2.000000,2.000000,2.000000,3284,16554,25880

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,0.144677,0.549416,0.049853,31,119,304
2,0.008668,0.061767,0.001862,60,233,556
3,0.005170,0.033199,0.000998,88,342,791
4,0.003722,0.022787,0.000610,136,458,1046
5,0.002911,0.017323,0.000388,172,574,1331
6,0.002388,0.013943,0.000250,211,684,1582
7,0.002023,0.011646,0.000161,248,799,1803
8,0.001754,0.009987,0.000104,280,913,2021
9,0.001547,0.008734,0.000066,314,1023,2258
10,0.001384,0.007756,0.000042,349,1132,2755
11,0.001251,0.006971,0.000027,388,1257,3809
12,0.001142,0.006328,0.000017,426,1365,4303
13,0.001050,0.005793,0.000010,456,1469,4763
14,0.000972,0.005339,0.000006,490,1572,5149
15,0.000904,0.004951,0.000004,523,1679,5533
16,0.000846,0.004614,0.000002,553,1790,5857
17,0.000794,0.004320,0.000002,583,1902,6156
18,0.000748,0.004061,0.000001,613,2018,6417
19,0.000708,0.003831,0.000001,642,2130,6713
20,0.000671,0.003625,0.000000,672,2263,7052
21,0.000638,0.003440,0.000000,707,2388,7493
22,0.000608,0.003272,0.000000,734,2503,8191
23,0.000581,0.003120,0.000000,766,2610,8677
24,0.000556,0.002982,0.000000,794,2719,9239
25,0.000533,0.002855,0.000000,823,2845,9596
26,0.000512,0.002738,0.000000,854,2972,9917
27,0.000493,0.002631,0.000000,882,3118,10254
28,0.000475,0.002531,0.000000,910,3257,10512
29,0.000458,0.002439,0.000000,938,3382,10733
30,0.000442,0.002353,0.000000,967,3507,10955
31,0.000428,0.002273,0.000000,997,3671,11203
32,0.000414,0.002198,0.000000,1024,3812,11488
33,0.000401,0.002128,0.000000,1050,3949,11757
34,0.000389,0.002062,0.000000,1083,4073,12055
35,0.000378,0.002000,0.000000,1111,4195,12354
36,0.000367,0.001942,0.000000,1140,4315,12629
37,0.000357,0.001887,0.000000,1172,4441,12921
38,0.000348,0.001835,0.000000,1207,4566,13239
39,0.000339,0.001786,0.000000,1235,4812,13489
40,0.000330,0.001739,0.000000,1264,5019,13742
41,0.000322,0.001695,0.000000,1297,5381,14035
42,0.000314,0.001652,0.000000,1326,5575,14300
43,0.000307,0.001612,0.000000,1354,5793,14714
44,0.000299,0.001574,0.000000,1380,6041,15124
45,0.000293,0.001538,0.000000,1407,6434,15759
46,0.000286,0.001503,0.000000,1434,6727,16238
47,0.000280,0.001470,0.000000,1461,7001,16689
48,0.000274,0.001438,0.000000,1487,7221,17120
49,0.000268,0.001407,0.000000,1515,7397,17415
50,0.000263,0.001378,0.000000,1542,7554,17697
51,0.000258,0.001350,0.000000,1572,7715,18029
52,0.000253,0.001323,0.000000,1598,7839,18314
53,0.000248,0.001297,0.000000,1625,7973,18582
54,0.000243,0.001272,0.000000,1655,8132,18838
55,0.000239,0.001248,0.000000,1682,8278,19115
56,0.000235,0.001225,0.000000,1709,8429,19518
57,0.000230,0.001203,0.000000,1736,8557,19868
58,0.000226,0.001181,0.000000,1763,8679,20166
59,0.000222,0.001161,0.000000,1791,8799,20504
60,0.000219,0.001141,0.000000,1817,8923,20804
61,0.000215,0.001121,0.000000,1847,9050,21101
62,0.000212,0.001103,0.000000,1875,9167,21374
63,0.000208,0.001085,0.000000,1903,9285,21633
64,0.000205,0.001067,0.000000,1937,9395,21895
65,0.000202,0.001050,0.000000,1967,9522,22235
66,0.000199,0.001034,0.000000,2001,9651,22500
67,0.000196,0.001018,0.000000,2029,9776,22747
68,0.000193,0.001002,0.000000,2056,9905,23000
69,0.000190,0.000987,0.000000,2084,10031,23272
70,0.000187,0.000973,0.000000,2111,10164,23602
71,0.000184,0.000959,0.000000,2146,10320,23950
72,0.000182,0.000945,0.000000,2178,10466,24443
73,0.000179,0.000932,0.000000,2208,10612,25035
74,0.000177,0.000919,0.000000,2240,10748,25726
75,0.000175,0.000906,0.000000,2272,10882,26077
76,0.000172,0.000894,0.000000,2302,11013,26411
77,0.000170,0.000882,0.000000,2333,11156,26736
78,0.000168,0.000870,0.000000,2366,11332,27033
79,0.000166,0.000859,0.000000,2396,11540,27331
80,0.000164,0.000848,0.000000,2424,11715,27629
81,0.000162,0.000837,0.000000,2457,11874,27957
82,0.000160,0.000827,0.000000,2489,12015,28234
83,0.000158,0.000816,0.000000,2520,12180,28559
84,0.000156,0.000806,0.000000,2550,12326,28909
85,0.000154,0.000797,0.000000,2581,12465,29345
86,0.000152,0.000787,0.000000,2612,12602,29939
87,0.000150,0.000778,0.000000,2645,12736,30481
88,0.000149,0.000769,0.000000,2680,12879,30899
89,0.000147,0.000760,0.000000,2715,12997,31194
90,0.000145,0.000751,0.000000,2746,13106,31514
91,0.000144,0.000743,0.000000,2787,13237,31839
92,0.000142,0.000734,0.000000,2820,13359,32148
93,0.000141,0.000726,0.000000,2852,13473,32541
94,0.000139,0.000718,0.000000,2880,13590,32938
95,0.000138,0.000711,0.000000,2917,13718,33409
96,0.000136,0.000703,0.000000,2949,13833,33720
97,0.000135,0.000696,0.000000,2978,13949,34121
98,0.000133,0.000688,0.000000,3007,14061,34589
99,0.000132,0.000681,0.000000,3038,14173,35045
100,0.000131,0.000674,0.000000,3073,14294,35604

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,0.088370,0.294514,0.036990,39,167,293
2,0.008305,0.054039,0.001959,73,325,564
3,0.004934,0.030333,0.001051,112,529,855
4,0.003547,0.021134,0.000641,149,779,1195
5,0.002775,0.016207,0.000407,194,941,1484
6,0.002280,0.013127,0.000262,229,1084,1733
7,0.001935,0.011020,0.000168,262,1223,1974
8,0.001680,0.009489,0.000108,295,1355,2195
9,0.001485,0.008326,0.000069,327,1513,2413
10,0.001330,0.007415,0.000044,359,1649,2630
11,0.001204,0.006681,0.000027,396,1792,2861
12,0.001101,0.006078,0.000017,431,1927,3078
13,0.001013,0.005574,0.000011,465,2054,3297
14,0.000939,0.005146,0.000007,499,2182,3520
15,0.000874,0.004779,0.000004,531,2316,3767
16,0.000818,0.004460,0.000003,564,2479,4037
17,0.000769,0.004181,0.000002,595,2636,4314
18,0.000725,0.003934,0.000001,630,2780,4552
19,0.000686,0.003715,0.000001,663,2914,4769
20,0.000651,0.003518,0.000000,693,3047,4981
21,0.000620,0.003341,0.000000,729,3194,5212
22,0.000591,0.003181,0.000000,759,3321,5459
23,0.000565,0.003036,0.000000,788,3457,5727
24,0.000541,0.002903,0.000000,820,3577,6067
25,0.000519,0.002781,0.000000,855,3698,6423
26,0.000499,0.002669,0.000000,890,3822,6759
27,0.000480,0.002566,0.000000,924,3941,7028
28,0.000463,0.002470,0.000000,960,4071,7283
29,0.000447,0.002381,0.000000,994,4207,7556
30,0.000432,0.002298,0.000000,1029,4329,7806
31,0.000418,0.002221,0.000000,1065,4454,8056
32,0.000404,0.002149,0.000000,1098,4570,8285
33,0.000392,0.002081,0.000000,1129,4679,8527
34,0.000380,0.002018,0.000000,1162,4787,8766
35,0.000369,0.001958,0.000000,1192,4892,9005
36,0.000359,0.001901,0.000000,1224,4998,9247
37,0.000349,0.001848,0.000000,1254,5116,9488
38,0.000340,0.001798,0.000000,1284,5236,9763
39,0.000331,0.001750,0.000000,1315,5363,10009
40,0.000323,0.001705,0.000000,1344,5481,10259
41,0.000315,0.001662,0.000000,1379,5606,10521
42,0.000308,0.001621,0.000000,1414,5725,10784
43,0.000300,0.001582,0.000000,1450,5833,11036
44,0.000293,0.001545,0.000000,1483,5951,11415
45,0.000287,0.001509,0.000000,1515,6071,11729
46,0.000281,0.001476,0.000000,1549,6184,12026
47,0.000275,0.001443,0.000000,1583,6290,12304
48,0.000269,0.001412,0.000000,1614,6406,12600
49,0.000263,0.001383,0.000000,1643,6529,12871
50,0.000258,0.001354,0.000000,1676,6648,13126
51,0.000253,0.001327,0.000000,1715,6773,13369
52,0.000248,0.001301,0.000000,1747,6909,13615
53,0.000243,0.001275,0.000000,1785,7030,13860
54,0.000239,0.001251,0.000000,1822,7150,14114
55,0.000235,0.001228,0.000000,1863,7280,14361
56,0.000230,0.001205,0.000000,1898,7397,14607
57,0.000226,0.001183,0.000000,1940,7513,14836
58,0.000222,0.001163,0.000000,1982,7630,15061
59,0.000219,0.001142,0.000000,2020,7770,15309
60,0.000215,0.001123,0.000000,2059,7888,15586
61,0.000211,0.001104,0.000000,2113,8018,15922
62,0.000208,0.001086,0.000000,2154,8138,16215
63,0.000205,0.001068,0.000000,2192,8249,16502
64,0.000201,0.001051,0.000000,2227,8364,16769
65,0.000198,0.001034,0.000000,2262,8491,17092
66,0.000195,0.001018,0.000000,2294,8613,17447
67,0.000192,0.001003,0.000000,2326,8737,17727
68,0.000190,0.000988,0.000000,2356,8847,17998
69,0.000187,0.000973,0.000000,2386,8960,18274
70,0.000184,0.000959,0.000000,2415,9074,18542
71,0.000182,0.000945,0.000000,2451,9190,18823
72,0.000179,0.000932,0.000000,2488,9306,19071
73,0.000177,0.000919,0.000000,2523,9416,19314
74,0.000174,0.000906,0.000000,2557,9525,19566
75,0.000172,0.000894,0.000000,2587,9629,19815
76,0.000170,0.000882,0.000000,2620,9740,20047
77,0.000167,0.000870,0.000000,2651,9847,20284
78,0.000165,0.000858,0.000000,2685,9948,20568
79,0.000163,0.000847,0.000000,2718,10047,20825
80,0.000161,0.000837,0.000000,2756,10159,21065
81,0.000159,0.000826,0.000000,2801,10280,21341
82,0.000157,0.000816,0.000000,2848,10391,21603
83,0.000155,0.000806,0.000000,2907,10511,21849
84,0.000153,0.000796,0.000000,2968,10616,22113
85,0.000152,0.000786,0.000000,3007,10738,22411
86,0.000150,0.000777,0.000000,3048,10861,22686
87,0.000148,0.000768,0.000000,3097,10985,22977
88,0.000146,0.000759,0.000000,3142,11099,23234
89,0.000145,0.000750,0.000000,3201,11220,23475
90,0.000143,0.000742,0.000000,3258,11336,23778
91,0.000142,0.000734,0.000000,3347,11453,24040
92,0.000140,0.000725,0.000000,3402,11565,24306
93,0.000139,0.000717,0.000000,3447,11677,24783
94,0.000137,0.000710,0.000000,3486,11786,25315
95,0.000136,0.000702,0.000000,3527,11902,25736
96,0.000134,0.000695,0.000000,3566,12027,26307
97,0.000133,0.000687,0.000000,3610,12154,26685
98,0.000132,0.000680,0.000000,3649,12274,26994
99,0.000130,0.000673,0.000000,3691,12401,27275
100,0.000129,0.000666,0.000000,3726,12530,27585

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,0.127643,0.479941,0.044853,54,107,277
2,0.008282,0.058584,0.001861,93,213,585
3,0.004897,0.031810,0.001000,131,336,898
4,0.003514,0.021889,0.000611,163,443,1257
5,0.002748,0.016680,0.000388,199,562,1601
6,0.002258,0.013459,0.000249,230,676,1852
7,0.001916,0.011270,0.000160,260,803,2155
8,0.001665,0.009686,0.000103,292,923,2475
9,0.001472,0.008488,0.000065,327,1066,2765
10,0.001319,0.007550,0.000041,358,1195,3015
11,0.001195,0.006797,0.000026,398,1320,3250
12,0.001093,0.006179,0.000016,433,1435,3458
13,0.001006,0.005662,0.000010,466,1545,3724
14,0.000933,0.005225,0.000006,497,1661,4375
15,0.000869,0.004850,0.000004,528,1771,4779
16,0.000814,0.004524,0.000002,559,1879,5259
17,0.000765,0.004239,0.000001,588,1988,5665
18,0.000722,0.003988,0.000001,621,2102,6153
19,0.000683,0.003764,0.000001,653,2216,6639
20,0.000648,0.003564,0.000000,684,2343,7087
21,0.000617,0.003384,0.000000,723,2474,7800
22,0.000589,0.003221,0.000000,757,2616,8350
23,0.000563,0.003073,0.000000,788,2755,8871
24,0.000539,0.002938,0.000000,820,2885,9390
25,0.000517,0.002815,0.000000,853,3017,9840
26,0.000497,0.002701,0.000000,882,3165,10241
27,0.000479,0.002596,0.000000,910,3308,10745
28,0.000461,0.002498,0.000000,939,3473,11294
29,0.000445,0.002408,0.000000,967,3622,11906
30,0.000430,0.002324,0.000000,994,3755,12593
31,0.000416,0.002246,0.000000,1032,3896,13502
32,0.000403,0.002172,0.000000,1063,4028,14278
33,0.000391,0.002104,0.000000,1095,4143,14872
34,0.000379,0.002039,0.000000,1123,4249,15430
35,0.000368,0.001978,0.000000,1151,4357,15878
36,0.000358,0.001921,0.000000,1180,4461,16297
37,0.000348,0.001867,0.000000,1210,4568,16706
38,0.000339,0.001816,0.000000,1242,4675,17083
39,0.000331,0.001768,0.000000,1271,4787,17485
40,0.000322,0.001722,0.000000,1301,4889,17846
41,0.000314,0.001678,0.000000,1342,4986,18205
42,0.000307,0.001637,0.000000,1379,5087,18494
43,0.000300,0.001597,0.000000,1410,5183,18780
44,0.000293,0.001560,0.000000,1443,5310,19059
45,0.000286,0.001524,0.000000,1473,5429,19325
46,0.000280,0.001490,0.000000,1503,5572,19584
47,0.000274,0.001457,0.000000,1543,5688,19838
48,0.000268,0.001426,0.000000,1574,5817,20107
49,0.000263,0.001396,0.000000,1608,5944,20355
50,0.000258,0.001367,0.000000,1641,6061,20602
51,0.000253,0.001339,0.000000,1675,6187,20857
52,0.000248,0.001313,0.000000,1705,6298,21135
53,0.000243,0.001287,0.000000,1735,6406,21453
54,0.000239,0.001262,0.000000,1767,6512,21774
55,0.000234,0.001239,0.000000,1797,6614,22110
56,0.000230,0.001216,0.000000,1829,6724,22397
57,0.000226,0.001194,0.000000,1859,6850,22716
58,0.000222,0.001173,0.000000,1887,6986,23005
59,0.000218,0.001152,0.000000,1915,7115,23267
60,0.000215,0.001133,0.000000,1942,7249,23526
61,0.000211,0.001114,0.000000,1980,7379,23880
62,0.000208,0.001095,0.000000,2007,7503,24163
63,0.000204,0.001077,0.000000,2037,7637,24439
64,0.000201,0.001060,0.000000,2066,7808,24719
65,0.000198,0.001043,0.000000,2093,8046,24985
66,0.000195,0.001027,0.000000,2121,8328,25253
67,0.000192,0.001011,0.000000,2149,8496,25631
68,0.000189,0.000996,0.000000,2175,8663,25944
69,0.000187,0.000981,0.000000,2202,8847,26408
70,0.000184,0.000967,0.000000,2229,9091,27012
71,0.000181,0.000953,0.000000,2261,9428,27629
72,0.000179,0.000939,0.000000,2286,9585,28426
73,0.000176,0.000926,0.000000,2315,9747,28808
74,0.000174,0.000913,0.000000,2340,9892,29114
75,0.000172,0.000901,0.000000,2368,10027,29407
76,0.000170,0.000889,0.000000,2395,10159,29759
77,0.000167,0.000877,0.000000,2420,10287,30038
78,0.000165,0.000865,0.000000,2446,10432,30349
79,0.000163,0.000854,0.000000,2472,10551,30872
80,0.000161,0.000843,0.000000,2498,10671,31279
81,0.000159,0.000833,0.000000,2529,10809,31805
82,0.000157,0.000822,0.000000,2562,10921,32175
83,0.000155,0.000812,0.000000,2591,11023,32504
84,0.000153,0.000802,0.000000,2619,11125,32824
85,0.000152,0.000793,0.000000,2645,11221,33133
